Recall,Precision
1.0,0.001730470405424495
1.0,0.0017305009623704332
1.0,0.00173053152039555
1.0,0.001730562079499903
1.0,0.0017305926396835487
1.0,0.001730623200946545
1.0,0.0017306537632889485
1.0,0.0017306843267108167
1.0,0.0017307148912122068
1.0,0.0017307454567931759
1.0,0.0017307760234537813
1.0,0.00173080659119408
1.0,0.0017308371600141294
1.0,0.0017308677299139865
1.0,0.0017308983008937086
1.0,0.0017309288729533533
1.0,0.0017309594460929772
1.0,0.001730990020312638
1.0,0.0017310205956123927
1.0,0.0017310511719922986
1.0,0.0017310817494524129
1.0,0.001731112327992793
1.0,0.0017311429076134958
1.0,0.001731173488314579
1.0,0.0017312040700960996
1.0,0.0017312346529581148
1.0,0.0017312652369006819
1.0,0.0017312958219238583
1.0,0.0017313264080277013
1.0,0.001731356995212268
1.0,0.0017313875834776156
1.0,0.0017314181728238017
1.0,0.0017314487632508833
1.0,0.001731479354758918
1.0,0.0017315099473479629
1.0,0.0017315405410180751
1.0,0.0017315711357693124
1.0,0.0017316017316017316
1.0,0.0017316323285153903
1.0,0.0017316629265103458
1.0,0.0017316935255866554
1.0,0.0017317241257443763
1.0,0.001731754726983566
1.0,0.0017317853293042818
1.0,0.0017318159327065809
1.0,0.0017318465371905208
1.0,0.0017318771427561588
1.0,0.0017319077494035522
1.0,0.0017319383571327584
1.0,0.0017319689659438346
1.0,0.0017319995758368386
1.0,0.0017320301868118274
1.0,0.0017320607988688583
1.0,0.0017320914120079888
1.0,0.0017321220262292763
1.0,0.0017321526415327783
1.0,0.001732183257918552
1.0,0.001732213875386655
1.0,0.0017322444939371442
1.0,0.0017322751135700775
1.0,0.0017323057342855123
1.0,0.0017323363560835057
1.0,0.0017323669789641152
1.0,0.0017323976029273984
1.0,0.0017324282279734125
1.0,0.001732458854102215
1.0,0.0017324894813138634
1.0,0.001732520109608415
1.0,0.0017325507389859274
1.0,0.001732581369446458
1.0,0.001732612000990064
1.0,0.001732642633616803
1.0,0.0017326732673267327
1.0,0.0017327039021199102
1.0,0.001732734537996393
1.0,0.0017327651749562388
1.0,0.0017327958129995048
1.0,0.0017328264521262488
1.0,0.001732857092336528
1.0,0.0017328877336303997
1.0,0.0017329183760079218
1.0,0.0017329490194691517
1.0,0.0017329796640141468
1.0,0.0017330103096429646
1.0,0.0017330409563556623
1.0,0.0017330716041522982
1.0,0.0017331022530329288
1.0,0.0017331329029976125
1.0,0.0017331635540464064
1.0,0.0017331942061793678
1.0,0.0017332248593965548
1.0,0.0017332555136980244
1.0,0.0017332861690838345
1.0,0.0017333168255540424
1.0,0.0017333474831087057
1.0,0.001733378141747882
1.0,0.0017334088014716287
1.0,0.0017334394622800036
1.0,0.001733470124173064
1.0,0.0017335007871508677
1.0,0.001733531451213472
1.0,0.0017335621163609347
1.0,0.0017335927825933132
1.0,0.0017336234499106653
1.0,0.0017336541183130484
1.0,0.00173368478780052
1.0,0.001733715458373138
1.0,0.0017337461300309597
1.0,0.0017337768027740428
1.0,0.001733807476602445
1.0,0.0017338381515162237
1.0,0.0017338688275154368
1.0,0.0017338995046001415
1.0,0.0017339301827703959
1.0,0.0017339608620262571
1.0,0.0017339915423677831
1.0,0.0017340222237950315
1.0,0.0017340529063080599
1.0,0.0017340835899069258
1.0,0.0017341142745916868
1.0,0.001734144960362401
1.0,0.0017341756472191254
1.0,0.0017342063351619183
1.0,0.0017342370241908369
1.0,0.0017342677143059389
1.0,0.0017342984055072823
1.0,0.0017343290977949245
1.0,0.0017343597911689231
1.0,0.001734390485629336
1.0,0.0017344211811762208
1.0,0.001734451877809635
1.0,0.0017344825755296366
1.0,0.001734513274336283
1.0,0.0017345439742296324
1.0,0.0017345746752097419
1.0,0.0017346053772766695
1.0,0.001734636080430473
1.0,0.00173466678467121
1.0,0.001734697489998938
1.0,0.001734728196413715
1.0,0.0017347589039155987
1.0,0.0017347896125046469
1.0,0.001734820322180917
1.0,0.001734851032944467
1.0,0.0017348817447953547
1.0,0.0017349124577336378
1.0,0.001734943171759374
1.0,0.001734973886872621
1.0,0.0017350046030734367
1.0,0.0017350353203618787
1.0,0.001735066038738005
1.0,0.0017350967582018732
1.0,0.001735127478753541
1.0,0.0017351582003930664
1.0,0.001735188923120507
1.0,0.0017352196469359207
1.0,0.0017352503718393653
1.0,0.0017352810978308985
1.0,0.0017353118249105782
1.0,0.0017353425530784623
1.0,0.0017353732823346083
1.0,0.0017354040126790742
1.0,0.0017354347441119178
1.0,0.001735465476633197
1.0,0.0017354962102429695
1.0,0.0017355269449412932
1.0,0.001735557680728226
1.0,0.0017355884176038254
1.0,0.0017356191555681496
1.0,0.0017356498946212563
1.0,0.0017356806347632037
1.0,0.001735711375994049
1.0,0.0017357421183138504
1.0,0.001735772861722666
1.0,0.0017358036062205533
1.0,0.0017358343518075704
1.0,0.001735865098483775
1.0,0.001735895846249225
1.0,0.0017359265951039785
1.0,0.0017359573450480932
1.0,0.001735988096081627
1.0,0.0017360188482046376
1.0,0.0017360496014171833
1.0,0.001736080355719322
1.0,0.001736111111111111
1.0,0.001736141867592609
1.0,0.0017361726251638734
1.0,0.0017362033838249624
1.0,0.0017362341435759336
1.0,0.0017362649044168454
1.0,0.0017362956663477553
1.0,0.0017363264293687214
1.0,0.0017363571934798016
1.0,0.0017363879586810539
1.0,0.0017364187249725362
1.0,0.0017364494923543066
1.0,0.0017364802608264228
1.0,0.001736511030388943
1.0,0.0017365418010419251
1.0,0.001736572572785427
1.0,0.0017366033456195067
1.0,0.001736634119544222
1.0,0.0017366648945596314
1.0,0.0017366956706657923
1.0,0.0017367264478627632
1.0,0.0017367572261506017
1.0,0.001736788005529366
1.0,0.0017368187859991139
1.0,0.0017368495675599035
1.0,0.001736880350211793
1.0,0.0017369111339548403
1.0,0.0017369419187891033
1.0,0.0017369727047146402
1.0,0.0017370034917315088
1.0,0.0017370342798397674
1.0,0.0017370650690394739
1.0,0.0017370958593306864
1.0,0.0017371266507134628
1.0,0.0017371574431878612
1.0,0.0017371882367539398
1.0,0.0017372190314117564
1.0,0.0017372498271613693
1.0,0.0017372806240028363
1.0,0.0017373114219362158
1.0,0.0017373422209615657
1.0,0.001737373021078944
1.0,0.001737403822288409
1.0,0.0017374346245900185
1.0,0.001737465427983831
1.0,0.001737496232469904
1.0,0.001737527038048296
1.0,0.0017375578447190653
1.0,0.0017375886524822696
1.0,0.0017376194613379669
1.0,0.0017376502712862158
1.0,0.0017376810823270742
1.0,0.0017377118944606
1.0,0.0017377427076868516
1.0,0.001737773522005887
1.0,0.0017378043374177646
1.0,0.001737835153922542
1.0,0.001737865971520278
1.0,0.0017378967902110303
1.0,0.0017379276099948571
1.0,0.0017379584308718167
1.0,0.001737989252841967
1.0,0.0017380200759053667
1.0,0.0017380509000620731
1.0,0.0017380817253121452
1.0,0.0017381125516556409
1.0,0.0017381433790926181
1.0,0.0017381742076231354
1.0,0.001738205037247251
1.0,0.0017382358679650224
1.0,0.0017382666997765085
1.0,0.0017382975326817674
1.0,0.001738328366680857
1.0,0.001738359201773836
1.0,0.001738390037960762
1.0,0.0017384208752416936
1.0,0.0017384517136166892
1.0,0.0017384825530858065
1.0,0.001738513393649104
1.0,0.0017385442353066401
1.0,0.001738575078058473
1.0,0.0017386059219046605
1.0,0.0017386367668452613
1.0,0.0017386676128803335
1.0,0.0017386984600099354
1.0,0.0017387293082341251
1.0,0.0017387601575529611
1.0,0.0017387910079665018
1.0,0.001738821859474805
1.0,0.0017388527120779289
1.0,0.0017388835657759325
1.0,0.0017389144205688734
1.0,0.0017389452764568103
1.0,0.0017389761334398012
1.0,0.0017390069915179046
1.0,0.0017390378506911789
1.0,0.001739068710959682
1.0,0.0017390995723234725
1.0,0.0017391304347826088
1.0,0.0017391612983371487
1.0,0.0017391921629871512
1.0,0.0017392230287326743
1.0,0.0017392538955737762
1.0,0.0017392847635105157
1.0,0.0017393156325429505
1.0,0.0017393465026711392
1.0,0.0017393773738951404
1.0,0.0017394082462150122
1.0,0.001739439119630813
1.0,0.0017394699941426011
1.0,0.0017395008697504348
1.0,0.0017395317464543728
1.0,0.0017395626242544733
1.0,0.0017395935031507942
1.0,0.0017396243831433948
1.0,0.0017396552642323327
1.0,0.0017396861464176667
1.0,0.001739717029699455
1.0,0.001739747914077756
1.0,0.0017397787995526283
1.0,0.00173980968612413
1.0,0.0017398405737923197
1.0,0.001739871462557256
1.0,0.001739902352418997
1.0,0.001739933243377601
1.0,0.0017399641354331268
1.0,0.0017399950285856326
1.0,0.0017400259228351768
1.0,0.0017400568181818181
1.0,0.0017400877146256147
1.0,0.0017401186121666253
1.0,0.001740149510804908
1.0,0.0017401804105405213
1.0,0.001740211311373524
1.0,0.0017402422133039742
1.0,0.0017402731163319305
1.0,0.0017403040204574513
1.0,0.0017403349256805952
1.0,0.0017403658320014207
1.0,0.0017403967394199861
1.0,0.00174042764793635
1.0,0.0017404585575505709
1.0,0.0017404894682627073
1.0,0.0017405203800728178
1.0,0.0017405512929809606
1.0,0.0017405822069871944
1.0,0.0017406131220915775
1.0,0.0017406440382941688
1.0,0.0017406749555950267
1.0,0.0017407058739942094
1.0,0.0017407367934917759
1.0,0.0017407677140877844
1.0,0.0017407986357822936
1.0,0.001740829558575362
1.0,0.001740860482467048
1.0,0.0017408914074574103
1.0,0.0017409223335465075
1.0,0.001740953260734398
1.0,0.0017409841890211404
1.0,0.0017410151184067935
1.0,0.0017410460488914157
1.0,0.0017410769804750653
1.0,0.0017411079131578013
1.0,0.001741138846939682
1.0,0.0017411697818207662
1.0,0.0017412007178011122
1.0,0.001741231654880779
1.0,0.0017412625930598247
1.0,0.0017412935323383085
1.0,0.0017413244727162885
1.0,0.0017413554141938235
1.0,0.001741386356770972
1.0,0.001741417300447793
1.0,0.0017414482452243448
1.0,0.0017414791911006858
1.0,0.0017415101380768752
1.0,0.0017415410861529714
1.0,0.0017415720353290327
1.0,0.0017416029856051182
1.0,0.0017416339369812864
1.0,0.0017416648894575959
1.0,0.0017416958430341053
1.0,0.0017417267977108733
1.0,0.0017417577534879587
1.0,0.00174178871036542
1.0,0.0017418196683433162
1.0,0.0017418506274217056
1.0,0.001741881587600647
1.0,0.001741912548880199
1.0,0.0017419435112604206
1.0,0.0017419744747413702
1.0,0.0017420054393231064
1.0,0.0017420364050056882
1.0,0.0017420673717891742
1.0,0.0017420983396736233
1.0,0.0017421293086590938
1.0,0.0017421602787456446
1.0,0.0017421912499333346
1.0,0.0017422222222222223
1.0,0.0017422531956123664
1.0,0.001742284170103826
1.0,0.0017423151456966593
1.0,0.0017423461223909256
1.0,0.0017423771001866832
1.0,0.0017424080790839913
1.0,0.0017424390590829082
1.0,0.0017424700401834927
1.0,0.001742501022385804
1.0,0.0017425320056899004
1.0,0.001742562990095841
1.0,0.0017425939756036844
1.0,0.0017426249622134894
1.0,0.0017426559499253147
1.0,0.0017426869387392194
1.0,0.001742717928655262
1.0,0.0017427489196735013
1.0,0.0017427799117939963
1.0,0.0017428109050168057
1.0,0.0017428418993419882
1.0,0.001742872894769603
1.0,0.0017429038912997084
1.0,0.0017429348889323635
1.0,0.001742965887667627
1.0,0.001742996887505558
1.0,0.0017430278884462151
1.0,0.0017430588904896573
1.0,0.0017430898936359432
1.0,0.0017431208978851318
1.0,0.0017431519032372821
1.0,0.0017431829096924527
1.0,0.0017432139172507027
1.0,0.0017432449259120906
1.0,0.0017432759356766758
1.0,0.0017433069465445166
1.0,0.0017433379585156722
1.0,0.0017433689715902017
1.0,0.0017433999857681634
1.0,0.0017434310010496167
1.0,0.0017434620174346202
1.0,0.001743493034923233
1.0,0.0017435240535155138
1.0,0.0017435550732115216
1.0,0.0017435860940113155
1.0,0.001743617115914954
1.0,0.0017436481389224965
1.0,0.0017436791630340018
1.0,0.0017437101882495285
1.0,0.0017437412145691357
1.0,0.0017437722419928825
1.0,0.0017438032705208277
1.0,0.0017438343001530303
1.0,0.0017438653308895493
1.0,0.0017438963627304435
1.0,0.0017439273956757718
1.0,0.0017439584297255935
1.0,0.0017439894648799672
1.0,0.0017440205011389522
1.0,0.0017440515385026072
1.0,0.0017440825769709913
1.0,0.0017441136165441634
1.0,0.0017441446572221827
1.0,0.0017441756990051079
1.0,0.0017442067418929983
1.0,0.0017442377858859126
1.0,0.00174426883098391
1.0,0.0017442998771870495
1.0,0.00174433092449539
1.0,0.0017443619729089906
1.0,0.0017443930224279103
1.0,0.0017444240730522082
1.0,0.001744455124781943
1.0,0.0017444861776171744
1.0,0.0017445172315579606
1.0,0.0017445482866043614
1.0,0.0017445793427564354
1.0,0.0017446104000142417
1.0,0.0017446414583778395
1.0,0.0017446725178472877
1.0,0.0017447035784226455
1.0,0.001744734640103972
1.0,0.001744765702891326
1.0,0.0017447967667847668
1.0,0.0017448278317843534
1.0,0.001744858897890145
1.0,0.0017448899651022007
1.0,0.0017449210334205794
1.0,0.0017449521028453402
1.0,0.0017449831733765424
1.0,0.001745014245014245
1.0,0.0017450453177585072
1.0,0.0017450763916093878
1.0,0.0017451074665669462
1.0,0.0017451385426312416
1.0,0.001745169619802333
1.0,0.0017452006980802793
1.0,0.0017452317774651399
1.0,0.001745262857956974
1.0,0.0017452939395558404
1.0,0.0017453250222617988
1.0,0.0017453561060749077
1.0,0.001745387190995227
1.0,0.0017454182770228152
1.0,0.0017454493641577316
1.0,0.0017454804524000356
1.0,0.0017455115417497862
1.0,0.0017455426322070427
1.0,0.001745573723771864
1.0,0.00174560481644431
1.0,0.001745635910224439
1.0,0.0017456670051123105
1.0,0.001745698101107984
1.0,0.0017457291982115183
1.0,0.0017457602964229728
1.0,0.0017457913957424067
1.0,0.0017458224961698792
1.0,0.0017458535977054495
1.0,0.001745884700349177
1.0,0.0017459158041011206
1.0,0.0017459469089613397
1.0,0.0017459780149298937
1.0,0.0017460091220068415
1.0,0.0017460402301922426
1.0,0.001746071339486156
1.0,0.0017461024498886413
1.0,0.0017461335613997576
1.0,0.0017461646740195643
1.0,0.00174619578774812
1.0,0.001746226902585485
1.0,0.0017462580185317177
1.0,0.001746289135586878
1.0,0.0017463202537510245
1.0,0.0017463513730242174
1.0,0.0017463824934065152
1.0,0.0017464136148979774
1.0,0.0017464447374986635
1.0,0.0017464758612086326
1.0,0.001746506986027944
1.0,0.0017465381119566574
1.0,0.0017465692389948316
1.0,0.001746600367142526
1.0,0.0017466314963998004
1.0,0.0017466626267667136
1.0,0.0017466937582433252
1.0,0.0017467248908296944
1.0,0.0017467560245258806
1.0,0.0017467871593319431
1.0,0.0017468182952479414
1.0,0.0017468494322739345
1.0,0.0017468805704099822
1.0,0.0017469117096561436
1.0,0.0017469428500124782
1.0,0.0017469739914790453
1.0,0.0017470051340559042
1.0,0.0017470362777431143
1.0,0.0017470674225407352
1.0,0.001747098568448826
1.0,0.0017471297154674464
1.0,0.0017471608635966553
1.0,0.0017471920128365127
1.0,0.0017472231631870778
1.0,0.0017472543146484097
1.0,0.0017472854672205681
1.0,0.0017473166209036122
1.0,0.0017473477756976019
1.0,0.001747378931602596
1.0,0.0017474100886186545
1.0,0.0017474412467458364
1.0,0.0017474724059842015
1.0,0.001747503566333809
1.0,0.0017475347277947182
1.0,0.0017475658903669889
1.0,0.0017475970540506804
1.0,0.001747628218845852
1.0,0.0017476593847525635
1.0,0.001747690551770874
1.0,0.0017477217199008436
1.0,0.001747752889142531
1.0,0.001747784059495996
1.0,0.0017478152309612985
1.0,0.0017478464035384973
1.0,0.001747877577227652
1.0,0.0017479087520288227
1.0,0.0017479399279420682
1.0,0.0017479711049674484
1.0,0.0017480022831050227
1.0,0.0017480334623548508
1.0,0.001748064642716992
1.0,0.0017480958241915057
1.0,0.0017481270067784516
1.0,0.0017481581904778894
1.0,0.0017481893752898784
1.0,0.001748220561214478
1.0,0.0017482517482517483
1.0,0.0017482829364017483
1.0,0.0017483141256645377
1.0,0.0017483453160401763
1.0,0.0017483765075287233
1.0,0.0017484077001302385
1.0,0.0017484388938447813
1.0,0.0017484700886724117
1.0,0.0017485012846131887
1.0,0.0017485324816671722
1.0,0.0017485636798344217
1.0,0.001748594879114997
1.0,0.0017486260795089572
1.0,0.0017486572810163623
1.0,0.0017486884836372721
1.0,0.0017487196873717456
1.0,0.001748750892219843
1.0,0.0017487820981816236
1.0,0.001748813305257147
1.0,0.0017488445134464729
1.0,0.001748875722749661
1.0,0.0017489069331667708
1.0,0.001748938144697862
1.0,0.0017489693573429943
1.0,0.0017490005711022273
1.0,0.0017490317859756206
1.0,0.001749063001963234
1.0,0.001749094219065127
1.0,0.0017491254372813594
1.0,0.0017491566566119907
1.0,0.0017491878770570807
1.0,0.001749219098616689
1.0,0.0017492503212908754
1.0,0.0017492815450796994
1.0,0.001749312769983221
1.0,0.0017493439960014994
1.0,0.0017493752231345948
1.0,0.0017494064513825665
1.0,0.0017494376807454747
1.0,0.0017494689112233786
1.0,0.0017495001428163382
1.0,0.0017495313755244131
1.0,0.0017495626093476631
1.0,0.001749593844286148
1.0,0.001749625080339927
1.0,0.0017496563175090608
1.0,0.0017496875557936084
1.0,0.0017497187951936296
1.0,0.0017497500357091843
1.0,0.0017497812773403325
1.0,0.0017498125200871336
1.0,0.0017498437639496473
1.0,0.0017498750089279338
1.0,0.0017499062550220524
1.0,0.001749937502232063
1.0,0.0017499687505580259
1.0,0.00175
1.0,0.0017500312505580456
1.0,0.0017500625022322225
1.0,0.0017500937550225905
1.0,0.0017501250089292093
1.0,0.0017501562639521387
1.0,0.0017501875200914383
1.0,0.0017502187773471684
1.0,0.0017502500357193885
1.0,0.0017502812952081585
1.0,0.0017503125558135382
1.0,0.0017503438175355873
1.0,0.001750375080374366
1.0,0.0017504063443299336
1.0,0.0017504376094023505
1.0,0.0017504688755916762
1.0,0.001750500142897971
1.0,0.001750531411321294
1.0,0.0017505626808617056
1.0,0.0017505939515192654
1.0,0.0017506252232940337
1.0,0.0017506564961860698
1.0,0.001750687770195434
1.0,0.0017507190453221859
1.0,0.0017507503215663856
1.0,0.001750781598928093
1.0,0.0017508128774073677
1.0,0.00175084415700427
1.0,0.0017508754377188595
1.0,0.0017509067195511962
1.0,0.00175093800250134
1.0,0.001750969286569351
1.0,0.0017510005717552887
1.0,0.0017510318580592134
1.0,0.001751063145481185
1.0,0.0017510944340212633
1.0,0.0017511257236795083
1.0,0.0017511570144559797
1.0,0.001751188306350738
1.0,0.0017512195993638427
1.0,0.0017512508934953539
1.0,0.0017512821887453315
1.0,0.0017513134851138354
1.0,0.0017513447826009256
1.0,0.0017513760812066623
1.0,0.0017514073809311054
1.0,0.0017514386817743146
1.0,0.00175146998373635
1.0,0.001751501286817272
1.0,0.00175153259101714
1.0,0.0017515638963360143
1.0,0.0017515952027739549
1.0,0.0017516265103310216
1.0,0.0017516578190072748
1.0,0.001751689128802774
1.0,0.0017517204397175799
1.0,0.0017517517517517517
1.0,0.00175178306490535
1.0,0.0017518143791784347
1.0,0.001751845694571066
1.0,0.0017518770110833035
1.0,0.0017519083287152076
1.0,0.0017519396474668383
1.0,0.0017519709673382556
1.0,0.0017520022883295194
1.0,0.00175203361044069
1.0,0.0017520649336718276
1.0,0.0017520962580229917
1.0,0.001752127583494243
1.0,0.0017521589100856412
1.0,0.0017521902377972466
1.0,0.001752221566629119
1.0,0.0017522528965813189
1.0,0.001752284227653906
1.0,0.0017523155598469407
1.0,0.0017523468931604828
1.0,0.0017523782275945927
1.0,0.0017524095631493302
1.0,0.001752440899824756
1.0,0.0017524722376209296
1.0,0.0017525035765379113
1.0,0.0017525349165757613
1.0,0.0017525662577345398
1.0,0.001752597600014307
1.0,0.0017526289434151227
1.0,0.0017526602879370473
1.0,0.0017526916335801408
1.0,0.0017527229803444638
1.0,0.0017527543282300757
1.0,0.0017527856772370375
1.0,0.0017528170273654086
1.0,0.0017528483786152498
1.0,0.0017528797309866208
1.0,0.0017529110844795822
1.0,0.001752942439094194
1.0,0.001752973794830516
1.0,0.0017530051516886091
1.0,0.001753036509668533
1.0,0.001753067868770348
1.0,0.0017530992289941146
1.0,0.0017531305903398927
1.0,0.0017531619528077425
1.0,0.0017531933163977243
1.0,0.0017532246811098986
1.0,0.001753256046944325
1.0,0.0017532874139010645
1.0,0.0017533187819801768
1.0,0.0017533501511817222
1.0,0.0017533815215057611
1.0,0.0017534128929523538
1.0,0.0017534442655215603
1.0,0.0017534756392134409
1.0,0.0017535070140280561
1.0,0.001753538389965466
1.0,0.0017535697670257309
1.0,0.0017536011452089111
1.0,0.001753632524515067
1.0,0.0017536639049442586
1.0,0.0017536952864965463
1.0,0.0017537266691719905
1.0,0.0017537580529706513
1.0,0.0017537894378925893
1.0,0.0017538208239378647
1.0,0.0017538522111065376
1.0,0.0017538835993986684
1.0,0.0017539149888143176
1.0,0.0017539463793535455
1.0,0.0017539777710164123
1.0,0.0017540091638029783
1.0,0.0017540405577133038
1.0,0.0017540719527474494
1.0,0.0017541033489054754
1.0,0.0017541347461874418
1.0,0.0017541661445934094
1.0,0.0017541975441234382
1.0,0.0017542289447775889
1.0,0.0017542603465559214
1.0,0.0017542917494584966
1.0,0.0017543231534853747
1.0,0.001754354558636616
1.0,0.0017543859649122807
1.0,0.0017544173723124295
1.0,0.0017544487808371226
1.0,0.0017544801904864206
1.0,0.0017545116012603838
1.0,0.0017545430131590727
1.0,0.0017545744261825474
1.0,0.0017546058403308685
1.0,0.0017546372556040966
1.0,0.0017546686720022917
1.0,0.0017547000895255147
1.0,0.0017547315081738258
1.0,0.0017547629279472854
1.0,0.0017547943488459541
1.0,0.0017548257708698922
1.0,0.0017548571940191602
1.0,0.0017548886182938185
1.0,0.0017549200436939277
1.0,0.001754951470219548
1.0,0.0017549828978707402
1.0,0.0017550143266475645
1.0,0.0017550457565500815
1.0,0.0017550771875783516
1.0,0.0017551086197324355
1.0,0.0017551400530123934
1.0,0.001755171487418286
1.0,0.0017552029229501737
1.0,0.001755234359608117
1.0,0.0017552657973921766
1.0,0.0017552972363024126
1.0,0.001755328676338886
1.0,0.001755360117501657
1.0,0.001755391559790786
1.0,0.001755423003206334
1.0,0.001755454447748361
1.0,0.0017554858934169279
1.0,0.001755517340212095
1.0,0.0017555487881339234
1.0,0.001755580237182473
1.0,0.0017556116873578044
1.0,0.0017556431386599786
1.0,0.0017556745910890558
1.0,0.0017557060446450965
1.0,0.0017557374993281618
1.0,0.0017557689551383115
1.0,0.001755800412075607
1.0,0.0017558318701401082
1.0,0.001755863329331876
1.0,0.0017558947896509712
1.0,0.001755926251097454
1.0,0.001755957713671385
1.0,0.001755989177372825
1.0,0.001756020642201835
1.0,0.0017560521081584747
1.0,0.0017560835752428055
1.0,0.0017561150434548876
1.0,0.0017561465127947818
1.0,0.0017561779832625487
1.0,0.0017562094548582488
1.0,0.001756240927581943
1.0,0.0017562724014336918
1.0,0.0017563038764135557
1.0,0.0017563353525215958
1.0,0.0017563668297578723
1.0,0.0017563983081224461
1.0,0.0017564297876153778
1.0,0.001756461268236728
1.0,0.0017564927499865574
1.0,0.001756524232864927
1.0,0.0017565557168718968
1.0,0.0017565872020075283
1.0,0.0017566186882718815
1.0,0.0017566501756650175
1.0,0.001756681664186997
1.0,0.0017567131538378804
1.0,0.0017567446446177287
1.0,0.0017567761365266026
1.0,0.0017568076295645626
1.0,0.0017568391237316697
1.0,0.0017568706190279845
1.0,0.0017569021154535676
1.0,0.00175693361300848
1.0,0.001756965111692782
1.0,0.001756996611506535
1.0,0.0017570281124497991
1.0,0.0017570596145226355
1.0,0.001757091117725105
1.0,0.001757122622057268
1.0,0.0017571541275191852
1.0,0.001757185634110918
1.0,0.0017572171418325263
1.0,0.0017572486506840718
1.0,0.0017572801606656147
1.0,0.001757311671777216
1.0,0.0017573431840189363
1.0,0.0017573746973908366
1.0,0.0017574062118929775
1.0,0.00175743772752542
1.0,0.0017574692442882249
1.0,0.0017575007621814529
1.0,0.001757532281205165
1.0,0.0017575638013594217
1.0,0.0017575953226442842
1.0,0.0017576268450598131
1.0,0.0017576583686060693
1.0,0.0017576898932831137
1.0,0.001757721419091007
1.0,0.00175775294602981
1.0,0.001757784474099584
1.0,0.0017578160033003892
1.0,0.001757847533632287
1.0,0.001757879065095338
1.0,0.0017579105976896032
1.0,0.0017579421314151435
1.0,0.0017579736662720195
1.0,0.0017580052022602925
1.0,0.001758036739380023
1.0,0.0017580682776312721
1.0,0.0017580998170141006
1.0,0.0017581313575285697
1.0,0.0017581628991747398
1.0,0.0017581944419526722
1.0,0.0017582259858624277
1.0,0.0017582575309040673
1.0,0.0017582890770776519
1.0,0.0017583206243832422
1.0,0.0017583521728208992
1.0,0.0017583837223906842
1.0,0.0017584152730926578
1.0,0.0017584468249268808
1.0,0.0017584783778934146
1.0,0.00175850993199232
1.0,0.0017585414872236579
1.0,0.001758573043587489
1.0,0.0017586046010838747
