False_Positive_Rate,True_Positive_Rate
0.0,0.0
0.0,0.01020408163265306
0.0,0.05102040816326531
0.0,0.07142857142857142
0.0,0.6224489795918368
1.758581879572313e-05,0.6224489795918368
1.758581879572313e-05,0.6530612244897959
3.517163759144626e-05,0.6530612244897959
3.517163759144626e-05,0.6836734693877551
5.2757456387169386e-05,0.6836734693877551
5.2757456387169386e-05,0.7142857142857143
7.034327518289252e-05,0.7142857142857143
7.034327518289252e-05,0.7448979591836735
8.792909397861564e-05,0.7448979591836735
8.792909397861564e-05,0.7857142857142857
0.0001231007315700619,0.7857142857142857
0.0001231007315700619,0.7959183673469388
0.00014068655036578504,0.7959183673469388
0.00014068655036578504,0.8061224489795918
0.0002462014631401238,0.8061224489795918
0.0002462014631401238,0.826530612244898
0.0002813731007315701,0.826530612244898
0.0002813731007315701,0.8367346938775511
0.0005099887450759707,0.8367346938775511
0.0005099887450759707,0.8571428571428571
0.0005275745638716939,0.8571428571428571
0.0005275745638716939,0.8673469387755102
0.0016706527855936972,0.8673469387755102
0.0016706527855936972,0.8775510204081632
0.0018992684299380979,0.8775510204081632
0.0018992684299380979,0.8877551020408163
0.002901660101294316,0.8877551020408163
0.002901660101294316,0.8979591836734694
0.006084693303320203,0.8979591836734694
0.006084693303320203,0.9081632653061225
0.01821890827236916,0.9081632653061225
0.018271665728756332,0.9081632653061225
0.024461873944850873,0.9081632653061225
0.02449704558244232,0.9081632653061225
0.03255135059088351,0.9081632653061225
0.03255135059088351,0.9183673469387755
0.03800295441755768,0.9183673469387755
0.03803812605514913,0.9183673469387755
0.047305852560495215,0.9183673469387755
0.04734102419808666,0.9183673469387755
0.054568795723128866,0.9183673469387755
0.05460396736072032,0.9183673469387755
0.061673466516601015,0.9183673469387755
0.061673466516601015,0.9285714285714286
0.07403629712999438,0.9285714285714286
0.07407146876758582,0.9285714285714286
0.0921496904895892,0.9285714285714286
0.0921496904895892,0.9387755102040817
0.09848058525604952,0.9387755102040817
0.09851575689364096,0.9387755102040817
0.11305922903770399,0.9387755102040817
0.11305922903770399,0.9489795918367347
0.13824212155317953,0.9489795918367347
0.13827729319077095,0.9489795918367347
0.14956738885762522,0.9489795918367347
0.14960256049521667,0.9489795918367347
