epoch,loss,accuracy,val_loss,val_accuracy
1,0.14441664516925812,0.9499847292900085,0.01623118296265602,0.9967697858810425
2,0.048013895750045776,0.9847702980041504,0.016415424644947052,0.9946631193161011
3,0.03216606751084328,0.9903627634048462,0.016807274892926216,0.9948386549949646
4,0.025488412007689476,0.9924173951148987,0.014303067699074745,0.9964362382888794
5,0.021131066605448723,0.9937920570373535,0.012571863830089569,0.9972613453865051
6,0.018594730645418167,0.9946567416191101,0.014013707637786865,0.9964186549186707
7,0.017531506717205048,0.9949791431427002,0.011957718059420586,0.997384250164032
8,0.015877479687333107,0.9955653548240662,0.01096759457141161,0.9979109168052673
9,0.014290033839643002,0.9960196614265442,0.010370329022407532,0.998191773891449
10,0.013264190405607224,0.9963274002075195,0.010369133204221725,0.9982444643974304
11,0.012487680651247501,0.9966205358505249,0.011094283312559128,0.9979986548423767
12,0.011863947845995426,0.9967465400695801,0.009399483911693096,0.9986657500267029
13,0.011587145738303661,0.9968256950378418,0.010114997625350952,0.9984902143478394
14,0.010753065347671509,0.9969810247421265,0.01003314834088087,0.9985604286193848
15,0.010913696140050888,0.9969605207443237,0.009138497523963451,0.9986306428909302
16,0.010279148817062378,0.9971246719360352,0.009953818283975124,0.9986657500267029
17,0.009833285585045815,0.9973708391189575,0.009555204771459103,0.9987360239028931
18,0.009327935986220837,0.997470498085022,0.009416306391358376,0.9988237619400024
19,0.009633492678403854,0.9974294900894165,0.008899456821382046,0.9988413453102112
20,0.009577708318829536,0.9973679184913635,0.009689413011074066,0.9986833333969116
21,0.009316861629486084,0.99733567237854,0.009394909255206585,0.9988588690757751
22,0.0090023810043931,0.9975701570510864,0.009389554150402546,0.9987886548042297
23,0.008494165726006031,0.9976434707641602,0.009618916548788548,0.9989466667175293
24,0.008042541332542896,0.9978251457214355,0.009819764643907547,0.9988413453102112
25,0.008462549187242985,0.9977401494979858,0.009742194786667824,0.9988764524459839
26,0.008434903807938099,0.9976756572723389,0.009124213829636574,0.9989290833473206
27,0.008269475772976875,0.9977254867553711,0.009110255166888237,0.9990519881248474
28,0.007784749381244183,0.9978075623512268,0.010000357404351234,0.998981773853302
29,0.00772080896422267,0.9979013800621033,0.009683060459792614,0.9991046786308289
30,0.007644794415682554,0.9980068802833557,0.010011275298893452,0.9990168809890747
31,0.007608060259371996,0.9978808760643005,0.009635443799197674,0.9991222023963928
32,0.007093376480042934,0.9981417059898376,0.01024751178920269,0.9990695714950562
33,0.007513071876019239,0.9980244636535645,0.01033858209848404,0.9990344643592834
34,0.0072328150272369385,0.9980303645133972,0.009564585983753204,0.9989993572235107
35,0.006871278863400221,0.9980889558792114,0.0100668054074049,0.9991046786308289
36,0.007013489957898855,0.9980449676513672,0.01005060039460659,0.9990168809890747
37,0.006656660232692957,0.9982501864433289,0.009166812524199486,0.998981773853302
38,0.007097010500729084,0.9981006979942322,0.009400377981364727,0.9990519881248474
39,0.006631614174693823,0.9982589483261108,0.009645050391554832,0.9990870952606201
40,0.0065326327458024025,0.9982296824455261,0.010038034990429878,0.9991046786308289
41,0.006622068118304014,0.9982384443283081,0.00899269338697195,0.9991573095321655
42,0.006250935606658459,0.9982882738113403,0.009146112948656082,0.9991046786308289
43,0.006296452600508928,0.9983322620391846,0.009289725683629513,0.9991748929023743
44,0.006296507548540831,0.9983820915222168,0.009088455699384212,0.9990870952606201
45,0.006101954262703657,0.9984113574028015,0.008861456997692585,0.9990168809890747
46,0.006412757560610771,0.9983175992965698,0.009417252615094185,0.9990870952606201
47,0.006214950233697891,0.9984084367752075,0.009429309517145157,0.9990519881248474
48,0.005840865429490805,0.9984553456306458,0.009296060539782047,0.9991573095321655
49,0.006026444956660271,0.9983820915222168,0.010122105479240417,0.9991573095321655
50,0.005965909454971552,0.998440682888031,0.010237341746687889,0.9991748929023743
51,0.006053653080016375,0.9983322620391846,0.00919673964381218,0.9991573095321655
52,0.005926242098212242,0.9984582662582397,0.009290868416428566,0.9990519881248474
53,0.006156144663691521,0.9983527660369873,0.008541158400475979,0.9991397857666016
54,0.0053433943539857864,0.9986194968223572,0.009788751602172852,0.9990695714950562
55,0.005761510692536831,0.9985256791114807,0.009339747950434685,0.9991046786308289
56,0.00583760067820549,0.9984495043754578,0.009419197216629982,0.999210000038147
57,0.0055442387238144875,0.998572587966919,0.008233790285885334,0.9991397857666016
58,0.005447870586067438,0.998572587966919,0.008721155114471912,0.9991397857666016
59,0.0055516790598630905,0.9985403418540955,0.009007897228002548,0.9990870952606201
60,0.005468336399644613,0.9985403418540955,0.008483408018946648,0.9990695714950562
61,0.005270623601973057,0.9985403418540955,0.00869695283472538,0.999210000038147
62,0.005457168910652399,0.9985345005989075,0.009783615358173847,0.9991573095321655
63,0.00533339474350214,0.9986019134521484,0.00965643860399723,0.9991222023963928
64,0.005159825552254915,0.9986400008201599,0.009691571816802025,0.9989993572235107
65,0.0049413335509598255,0.9987338185310364,0.009660808369517326,0.9991924166679382
66,0.005531120579689741,0.9985520839691162,0.00968224462121725,0.999210000038147
67,0.005206568632274866,0.9986458420753479,0.009138314053416252,0.9992275834083557
68,0.004986341577023268,0.9986751675605774,0.010933403857052326,0.9992275834083557
69,0.005395051557570696,0.9985461831092834,0.010455264709889889,0.9991924166679382
70,0.004951755050569773,0.9986487627029419,0.009797146543860435,0.9992275834083557
71,0.004849514923989773,0.9987514019012451,0.010060204192996025,0.9992275834083557
72,0.00503323832526803,0.9986810088157654,0.00997494999319315,0.9992275834083557
73,0.0052616186439991,0.9986370801925659,0.01008203998208046,0.9989290833473206
74,0.00497210631147027,0.9987220764160156,0.009264281019568443,0.9991748929023743
75,0.004975935444235802,0.9987191557884216,0.009446356445550919,0.9992451071739197
76,0.005114444065839052,0.9986019134521484,0.008586122654378414,0.9991748929023743
77,0.005008582025766373,0.9985960125923157,0.009363885037600994,0.999210000038147
78,0.004830434452742338,0.9987220764160156,0.009929900988936424,0.999210000038147
79,0.004997429437935352,0.9986664056777954,0.008918173611164093,0.9990695714950562
80,0.004897025413811207,0.9987367391586304,0.00921388529241085,0.999210000038147
81,0.0049507697112858295,0.9986810088157654,0.009094702079892159,0.999210000038147
82,0.004589708521962166,0.9987572431564331,0.00957181490957737,0.9992451071739197
83,0.004488712176680565,0.9988393187522888,0.009805277921259403,0.9991924166679382
84,0.004967247135937214,0.9987191557884216,0.008241823874413967,0.9992451071739197
85,0.004447933752089739,0.9988510608673096,0.009291751310229301,0.9991748929023743
86,0.004606262315064669,0.9988217353820801,0.009250014089047909,0.9992802143096924
87,0.004458409268409014,0.998894989490509,0.008056937716901302,0.9992977976799011
88,0.004548944067209959,0.9988070726394653,0.009481241926550865,0.9992275834083557
89,0.004556376952677965,0.9988363981246948,0.008443339727818966,0.9991397857666016
90,0.004638920072466135,0.9988012313842773,0.00845237448811531,0.9992275834083557
91,0.004569628741592169,0.9987719058990479,0.00867773313075304,0.9992977976799011
92,0.004641818348318338,0.9988129138946533,0.00829427968710661,0.9992275834083557
93,0.0044592926278710365,0.9988304972648621,0.00782774854451418,0.9992626905441284
94,0.00442146509885788,0.9988304972648621,0.010020770132541656,0.9991748929023743
95,0.004625297617167234,0.9988803267478943,0.009279374964535236,0.9991397857666016
96,0.004711696412414312,0.9988041520118713,0.00904486607760191,0.999210000038147
97,0.004334870260208845,0.9988627433776855,0.00923584122210741,0.999210000038147
98,0.004403227474540472,0.9988275766372681,0.008129647932946682,0.9991573095321655
99,0.004354654345661402,0.9988598227500916,0.00910121202468872,0.9991222023963928
100,0.004240285139530897,0.9988774061203003,0.010876965709030628,0.9991924166679382
