Model,Epochs,Batch_Size,Balancing_Method,Optimization,Classification_Threshold,Class_Weight_Fraud,Data_Split,Validation_Accuracy,Test_Accuracy,Test_Precision,Test_Recall,Test_F1_Score,Test_ROC_AUC,Test_PR_AUC,Train_Time_seconds,Test_Time_seconds,Train_Time_minutes,True_Negatives,False_Positives,False_Negatives,True_Positives,Total_Test_Samples,Test_Fraud_Cases,Test_Legit_Cases
14-Layer CNN (Optimized),100,2048,SMOTE 1:1,Class Weights + Threshold Tuning,0.7,1.5,60% Train / 20% Val / 20% Test,0.9991924166679382,0.9992451107756047,0.7391304347826086,0.8673469387755102,0.7981220657276995,0.980898750186625,0.8623963222502549,125.08399176597595,4.210900068283081,2.084733196099599,56834,30,13,85,56962,98,56864
